Phi[deg],Theta[deg],mag(rERHCP)[mV],ang_deg(rERHCP)[deg]
76,-180,2276.03,-147.445
77,-180,2276.03,-146.445
78,-180,2276.03,-145.445
79,-180,2276.03,-144.445
80,-180,2276.03,-143.445
81,-180,2276.03,-142.445
82,-180,2276.03,-141.445
83,-180,2276.03,-140.445
84,-180,2276.03,-139.445
85,-180,2276.03,-138.445
86,-180,2276.03,-137.445
87,-180,2276.03,-136.445
88,-180,2276.03,-135.445
89,-180,2276.03,-134.445
90,-180,2276.03,-133.445
91,-180,2276.03,-132.445
92,-180,2276.03,-131.445
93,-180,2276.03,-130.445
94,-180,2276.03,-129.445
95,-180,2276.03,-128.445
96,-180,2276.03,-127.445
97,-180,2276.03,-126.445
98,-180,2276.03,-125.445
99,-180,2276.03,-124.445
100,-180,2276.03,-123.445
101,-180,2276.03,-122.445
102,-180,2276.03,-121.445
103,-180,2276.03,-120.445
104,-180,2276.03,-119.445
105,-180,2276.03,-118.445
106,-180,2276.03,-117.445
107,-180,2276.03,-116.445
108,-180,2276.03,-115.445
109,-180,2276.03,-114.445
110,-180,2276.03,-113.445
111,-180,2276.03,-112.445
112,-180,2276.03,-111.445
113,-180,2276.03,-110.445
114,-180,2276.03,-109.445
115,-180,2276.03,-108.445
116,-180,2276.03,-107.445
117,-180,2276.03,-106.445
118,-180,2276.03,-105.445
119,-180,2276.03,-104.445
120,-180,2276.03,-103.445
121,-180,2276.03,-102.445
122,-180,2276.03,-101.445
123,-180,2276.03,-100.445
124,-180,2276.03,-99.445
125,-180,2276.03,-98.445
126,-180,2276.03,-97.445
127,-180,2276.03,-96.445
128,-180,2276.03,-95.445
129,-180,2276.03,-94.445
130,-180,2276.03,-93.445
131,-180,2276.03,-92.445
132,-180,2276.03,-91.445
133,-180,2276.03,-90.445
134,-180,2276.03,-89.445
135,-180,2276.03,-88.445
136,-180,2276.03,-87.445
137,-180,2276.03,-86.445
138,-180,2276.03,-85.445
139,-180,2276.03,-84.445
140,-180,2276.03,-83.445
141,-180,2276.03,-82.445
142,-180,2276.03,-81.445
143,-180,2276.03,-80.445
144,-180,2276.03,-79.445
145,-180,2276.03,-78.445
146,-180,2276.03,-77.445
147,-180,2276.03,-76.445
148,-180,2276.03,-75.445
149,-180,2276.03,-74.445
150,-180,2276.03,-73.445
151,-180,2276.03,-72.445
152,-180,2276.03,-71.445
153,-180,2276.03,-70.445
154,-180,2276.03,-69.445
155,-180,2276.03,-68.445
156,-180,2276.03,-67.445
157,-180,2276.03,-66.445
158,-180,2276.03,-65.445
159,-180,2276.03,-64.445
160,-180,2276.03,-63.445
161,-180,2276.03,-62.445
162,-180,2276.03,-61.445
163,-180,2276.03,-60.445
164,-180,2276.03,-59.445
165,-180,2276.03,-58.445
166,-180,2276.03,-57.445
167,-180,2276.03,-56.445
168,-180,2276.03,-55.445
169,-180,2276.03,-54.445
170,-180,2276.03,-53.445
171,-180,2276.03,-52.445
172,-180,2276.03,-51.445
173,-180,2276.03,-50.445
174,-180,2276.03,-49.445
175,-180,2276.03,-48.445
176,-180,2276.03,-47.445
177,-180,2276.03,-46.445
178,-180,2276.03,-45.445
179,-180,2276.03,-44.445
180,-180,2276.03,-43.445
-180,-179,1694.47,-25.6173
-179,-179,1689.83,-24.6969
-178,-179,1685.36,-23.7786
-177,-179,1681.05,-22.8625
-176,-179,1676.91,-21.9485
-175,-179,1672.94,-21.0368
-174,-179,1669.13,-20.1272
-173,-179,1665.48,-19.22
-172,-179,1662,-18.315
-171,-179,1658.67,-17.4124
-170,-179,1655.51,-16.5122
-169,-179,1652.49,-15.6145
-168,-179,1649.64,-14.7193
-167,-179,1646.93,-13.8268
-166,-179,1644.38,-12.937
-165,-179,1641.97,-12.05
-164,-179,1639.71,-11.1659
-163,-179,1637.6,-10.2848
-162,-179,1635.63,-9.40692
-161,-179,1633.8,-8.53225
-160,-179,1632.1,-7.66094
-159,-179,1630.55,-6.79311
-158,-179,1629.12,-5.9289
-157,-179,1627.83,-5.06842
-156,-179,1626.67,-4.21181
-155,-179,1625.63,-3.3592
-154,-179,1624.72,-2.51072
-153,-179,1623.92,-1.6665
-152,-179,1623.25,-0.826676
-151,-179,1622.7,0.00862652
-150,-179,1622.26,0.839276
-149,-179,1621.93,1.66515
-148,-179,1621.71,2.48611
-147,-179,1621.6,3.30205
-146,-179,1621.59,4.11285
-145,-179,1621.69,4.91839
-144,-179,1621.89,5.71856
-143,-179,1622.19,6.51326
-142,-179,1622.58,7.3024
-141,-179,1623.07,8.08588
-140,-179,1623.66,8.86362
-139,-179,1624.33,9.63554
-138,-179,1625.1,10.4016
-137,-179,1625.96,11.1617
-136,-179,1626.9,11.9158
-135,-179,1627.93,12.6638
-134,-179,1629.04,13.4058
-133,-179,1630.24,14.1416
-132,-179,1631.52,14.8714
-131,-179,1632.88,15.5951
-130,-179,1634.33,16.3126
-129,-179,1635.86,17.0241
-128,-179,1637.46,17.7295
-127,-179,1639.15,18.429
-126,-179,1640.92,19.1224
-125,-179,1642.77,19.81
-124,-179,1644.7,20.4918
-123,-179,1646.71,21.1679
-122,-179,1648.8,21.8385
-121,-179,1650.98,22.5035
-120,-179,1653.23,23.1632
-119,-179,1655.57,23.8177
-118,-179,1658,24.4671
-117,-179,1660.51,25.1117
-116,-179,1663.1,25.7516
-115,-179,1665.79,26.387
-114,-179,1668.56,27.0182
-113,-179,1671.42,27.6452
-112,-179,1674.37,28.2685
-111,-179,1677.41,28.8881
-110,-179,1680.54,29.5044
-109,-179,1683.77,30.1176
-108,-179,1687.09,30.728
-107,-179,1690.51,31.3358
-106,-179,1694.02,31.9415
-105,-179,1697.64,32.5451
-104,-179,1701.35,33.1471
-103,-179,1705.16,33.7478
-102,-179,1709.07,34.3475
-101,-179,1713.08,34.9464
-100,-179,1717.19,35.5449
-99,-179,1721.4,36.1434
-98,-179,1725.72,36.7422
-97,-179,1730.14,37.3415
-96,-179,1734.65,37.9418
-95,-179,1739.27,38.5433
-94,-179,1743.99,39.1464
-93,-179,1748.81,39.7514
-92,-179,1753.73,40.3586
-91,-179,1758.74,40.9684
-90,-179,1763.86,41.581
-89,-179,1769.07,42.1968
-88,-179,1774.37,42.8161
-87,-179,1779.77,43.4391
-86,-179,1785.26,44.0662
-85,-179,1790.84,44.6976
-84,-179,1796.5,45.3336
-83,-179,1802.25,45.9744
-82,-179,1808.08,46.6204
-81,-179,1814,47.2717
-80,-179,1819.99,47.9286
-79,-179,1826.06,48.5914
-78,-179,1832.2,49.2601
-77,-179,1838.41,49.935
-76,-179,1844.69,50.6163
-75,-179,1851.03,51.3042
-74,-179,1857.44,51.9989
-73,-179,1863.9,52.7003
-72,-179,1870.43,53.4088
-71,-179,1877,54.1245
-70,-179,1883.63,54.8474
-69,-179,1890.3,55.5776
-68,-179,1897.02,56.3152
-67,-179,1903.79,57.0604
-66,-179,1910.59,57.8131
-65,-179,1917.43,58.5735
-64,-179,1924.31,59.3416
-63,-179,1931.21,60.1173
-62,-179,1938.15,60.9008
-61,-179,1945.12,61.692
-60,-179,1952.11,62.4909
-59,-179,1959.13,63.2976
-58,-179,1966.17,64.112
-57,-179,1973.23,64.9341
-56,-179,1980.31,65.7639
-55,-179,1987.4,66.6013
-54,-179,1994.52,67.4462
-53,-179,2001.64,68.2987
-52,-179,2008.78,69.1586
-51,-179,2015.93,70.0259
-50,-179,2023.1,70.9006
-49,-179,2030.27,71.7825
-48,-179,2037.46,72.6715
-47,-179,2044.65,73.5676
-46,-179,2051.85,74.4707
-45,-179,2059.06,75.3807
-44,-179,2066.28,76.2974
-43,-179,2073.5,77.2209
-42,-179,2080.74,78.1509
-41,-179,2087.98,79.0874
-40,-179,2095.23,80.0303
-39,-179,2102.48,80.9794
-38,-179,2109.75,81.9346
-37,-179,2117.02,82.8959
-36,-179,2124.3,83.8632
-35,-179,2131.59,84.8362
-34,-179,2138.89,85.8149
-33,-179,2146.2,86.7992
-32,-179,2153.51,87.7889
-31,-179,2160.84,88.784
-30,-179,2168.18,89.7843
-29,-179,2175.52,90.7898
-28,-179,2182.88,91.8002
-27,-179,2190.26,92.8156
-26,-179,2197.64,93.8358
-25,-179,2205.03,94.8606
-24,-179,2212.44,95.8901
-23,-179,2219.86,96.924
-22,-179,2227.29,97.9623
-21,-179,2234.74,99.0049
-20,-179,2242.2,100.052
-19,-179,2249.68,101.103
-18,-179,2257.16,102.157
-17,-179,2264.66,103.216
-16,-179,2272.18,104.279
-15,-179,2279.71,105.345
-14,-179,2287.25,106.415
-13,-179,2294.8,107.489
-12,-179,2302.36,108.566
-11,-179,2309.94,109.647
-10,-179,2317.53,110.731
-9,-179,2325.13,111.818
-8,-179,2332.73,112.908
-7,-179,2340.35,114.002
-6,-179,2347.97,115.099
-5,-179,2355.6,116.199
-4,-179,2363.23,117.302
-3,-179,2370.86,118.408
-2,-179,2378.5,119.517
-1,-179,2386.14,120.629
0,-179,2393.77,121.744
1,-179,2401.4,122.861
2,-179,2409.02,123.982
3,-179,2416.64,125.105
4,-179,2424.25,126.231
5,-179,2431.84,127.36
6,-179,2439.41,128.492
7,-179,2446.97,129.626
8,-179,2454.51,130.763
9,-179,2462.02,131.902
10,-179,2469.5,133.045
11,-179,2476.95,134.19
12,-179,2484.37,135.338
13,-179,2491.74,136.488
14,-179,2499.08,137.641
15,-179,2506.37,138.797
16,-179,2513.61,139.956
17,-179,2520.79,141.117
18,-179,2527.91,142.281
19,-179,2534.97,143.448
20,-179,2541.96,144.617
21,-179,2548.88,145.789
22,-179,2555.72,146.964
23,-179,2562.48,148.142
24,-179,2569.14,149.323
25,-179,2575.72,150.507
26,-179,2582.19,151.693
27,-179,2588.56,152.882
28,-179,2594.82,154.074
29,-179,2600.97,155.269
30,-179,2606.99,156.467
31,-179,2612.89,157.668
32,-179,2618.65,158.872
33,-179,2624.27,160.079
34,-179,2629.75,161.289
35,-179,2635.08,162.503
36,-179,2640.25,163.719
37,-179,2645.26,164.938
38,-179,2650.1,166.16
39,-179,2654.76,167.386
40,-179,2659.24,168.614
41,-179,2663.54,169.846
42,-179,2667.64,171.081
43,-179,2671.54,172.319
44,-179,2675.24,173.56
45,-179,2678.73,174.804
46,-179,2682,176.052
47,-179,2685.05,177.303
48,-179,2687.88,178.557
49,-179,2690.47,179.814
50,-179,2692.83,-178.926
51,-179,2694.94,-177.663
52,-179,2696.81,-176.397
53,-179,2698.43,-175.127
54,-179,2699.8,-173.855
55,-179,2700.9,-172.579
56,-179,2701.75,-171.3
57,-179,2702.33,-170.019
58,-179,2702.63,-168.734
59,-179,2702.67,-167.447
60,-179,2702.43,-166.157
61,-179,2701.91,-164.864
62,-179,2701.12,-163.568
63,-179,2700.04,-162.269
64,-179,2698.68,-160.968
65,-179,2697.03,-159.665
66,-179,2695.1,-158.359
67,-179,2692.89,-157.05
68,-179,2690.38,-155.74
69,-179,2687.59,-154.427
70,-179,2684.52,-153.112
71,-179,2681.15,-151.795
72,-179,2677.51,-150.476
73,-179,2673.58,-149.156
74,-179,2669.37,-147.833
75,-179,2664.88,-146.509
76,-179,2660.11,-145.184
77,-179,2655.07,-143.858
78,-179,2649.75,-142.53
79,-179,2644.16,-141.202
80,-179,2638.31,-139.872
81,-179,2632.2,-138.542
82,-179,2625.83,-137.211
83,-179,2619.2,-135.88
84,-179,2612.32,-134.549
85,-179,2605.2,-133.218
86,-179,2597.83,-131.886
87,-179,2590.23,-130.556
88,-179,2582.4,-129.225
89,-179,2574.35,-127.895
90,-179,2566.07,-126.566
91,-179,2557.58,-125.239
92,-179,2548.88,-123.912
93,-179,2539.98,-122.587
94,-179,2530.89,-121.263
95,-179,2521.6,-119.941
96,-179,2512.13,-118.622
97,-179,2502.49,-117.304
98,-179,2492.67,-115.989
99,-179,2482.69,-114.676
100,-179,2472.56,-113.366
101,-179,2462.27,-112.06
102,-179,2451.84,-110.756
103,-179,2441.27,-109.456
104,-179,2430.58,-108.159
105,-179,2419.76,-106.866
106,-179,2408.82,-105.577
107,-179,2397.78,-104.292
108,-179,2386.63,-103.012
109,-179,2375.39,-101.736
110,-179,2364.06,-100.464
111,-179,2352.65,-99.1975
112,-179,2341.17,-97.9359
113,-179,2329.61,-96.6795
114,-179,2318,-95.4283
115,-179,2306.34,-94.1826
116,-179,2294.62,-92.9424
117,-179,2282.87,-91.708
118,-179,2271.08,-90.4794
119,-179,2259.27,-89.2567
120,-179,2247.44,-88.0401
121,-179,2235.59,-86.8296
122,-179,2223.73,-85.6254
123,-179,2211.88,-84.4276
124,-179,2200.03,-83.2361
125,-179,2188.19,-82.0512
126,-179,2176.38,-80.8727
127,-179,2164.58,-79.7009
128,-179,2152.82,-78.5357
129,-179,2141.09,-77.3772
130,-179,2129.41,-76.2253
131,-179,2117.77,-75.0802
132,-179,2106.19,-73.9417
133,-179,2094.67,-72.81
134,-179,2083.21,-71.685
135,-179,2071.82,-70.5666
136,-179,2060.51,-69.4548
137,-179,2049.28,-68.3497
138,-179,2038.14,-67.2511
139,-179,2027.09,-66.1589
140,-179,2016.13,-65.0732
141,-179,2005.28,-63.9939
142,-179,1994.53,-62.9208
143,-179,1983.89,-61.854
144,-179,1973.37,-60.7932
145,-179,1962.96,-59.7384
146,-179,1952.68,-58.6895
147,-179,1942.52,-57.6463
148,-179,1932.49,-56.6089
149,-179,1922.6,-55.5769
150,-179,1912.84,-54.5504
151,-179,1903.22,-53.5292
152,-179,1893.75,-52.5131
153,-179,1884.42,-51.502
154,-179,1875.24,-50.4958
155,-179,1866.21,-49.4944
156,-179,1857.34,-48.4975
157,-179,1848.62,-47.5051
158,-179,1840.07,-46.517
159,-179,1831.67,-45.5331
160,-179,1823.44,-44.5532
161,-179,1815.37,-43.5772
162,-179,1807.46,-42.6049
163,-179,1799.73,-41.6363
164,-179,1792.16,-40.6712
165,-179,1784.76,-39.7094
166,-179,1777.53,-38.7509
167,-179,1770.47,-37.7956
168,-179,1763.59,-36.8432
169,-179,1756.88,-35.8937
170,-179,1750.34,-34.947
171,-179,1743.97,-34.0031
172,-179,1737.78,-33.0618
173,-179,1731.76,-32.123
174,-179,1725.92,-31.1866
175,-179,1720.25,-30.2527
176,-179,1714.75,-29.3211
177,-179,1709.42,-28.3918
178,-179,1704.27,-27.4648
179,-179,1699.29,-26.54
180,-179,1694.47,-25.6173
-180,-178,1020.52,-30.6923
-179,-178,1015.27,-29.7702
-178,-178,1010.18,-28.8146
-177,-178,1005.26,-27.8257
-176,-178,1000.52,-26.8037
-175,-178,995.951,-25.749
-174,-178,991.575,-24.6621
-173,-178,987.397,-23.5434
-172,-178,983.426,-22.3937
-171,-178,979.674,-21.2138
-170,-178,976.153,-20.0045
-169,-178,972.875,-18.767
-168,-178,969.852,-17.5024
-167,-178,967.098,-16.2119
-166,-178,964.626,-14.8971
-165,-178,962.447,-13.5595
-164,-178,960.574,-12.2008
-163,-178,959.019,-10.8226
-162,-178,957.791,-9.42704
-161,-178,956.901,-8.01601
-160,-178,956.355,-6.59165
-159,-178,956.161,-5.15614
-158,-178,956.324,-3.71176
-157,-178,956.846,-2.26084
-156,-178,957.728,-0.805745
-155,-178,958.97,0.651116
-154,-178,960.568,2.10732
-153,-178,962.516,3.56046
-152,-178,964.808,5.00812
-151,-178,967.433,6.44794
-150,-178,970.38,7.8776
-149,-178,973.632,9.29483
-148,-178,977.175,10.6975
-147,-178,980.989,12.0834
-146,-178,985.054,13.4506
-145,-178,989.348,14.7973
-144,-178,993.846,16.1215
-143,-178,998.524,17.4216
-142,-178,1003.35,18.6961
-141,-178,1008.31,19.9435
-140,-178,1013.36,21.1624
-139,-178,1018.48,22.3516
-138,-178,1023.64,23.51
-137,-178,1028.8,24.6366
-136,-178,1033.95,25.7304
-135,-178,1039.04,26.7906
-134,-178,1044.05,27.8164
-133,-178,1048.95,28.8071
-132,-178,1053.72,29.7622
-131,-178,1058.33,30.681
-130,-178,1062.76,31.5631
-129,-178,1066.97,32.4079
-128,-178,1070.96,33.2152
-127,-178,1074.7,33.9844
-126,-178,1078.18,34.7154
-125,-178,1081.38,35.4077
-124,-178,1084.29,36.0611
-123,-178,1086.91,36.6754
-122,-178,1089.22,37.2503
-121,-178,1091.23,37.7857
-120,-178,1092.94,38.2814
-119,-178,1094.35,38.7373
-118,-178,1095.46,39.1534
-117,-178,1096.3,39.5296
-116,-178,1096.86,39.8661
-115,-178,1097.18,40.1628
-114,-178,1097.27,40.4202
-113,-178,1097.15,40.6384
-112,-178,1096.86,40.8179
-111,-178,1096.41,40.9592
-110,-178,1095.85,41.0631
-109,-178,1095.2,41.1303
-108,-178,1094.5,41.1618
-107,-178,1093.79,41.1589
-106,-178,1093.11,41.1229
-105,-178,1092.5,41.0553
-104,-178,1091.99,40.958
-103,-178,1091.63,40.8329
-102,-178,1091.46,40.6822
-101,-178,1091.51,40.5084
-100,-178,1091.81,40.3141
-99,-178,1092.42,40.1021
-98,-178,1093.34,39.8754
-97,-178,1094.62,39.6371
-96,-178,1096.28,39.3907
-95,-178,1098.34,39.1394
-94,-178,1100.81,38.8868
-93,-178,1103.72,38.6363
-92,-178,1107.06,38.3916
-91,-178,1110.84,38.156
-90,-178,1115.06,37.9332
-89,-178,1119.72,37.7263
-88,-178,1124.8,37.5385
-87,-178,1130.3,37.373
-86,-178,1136.2,37.2326
-85,-178,1142.47,37.1199
-84,-178,1149.1,37.0374
-83,-178,1156.05,36.9872
-82,-178,1163.31,36.9712
-81,-178,1170.84,36.9913
-80,-178,1178.6,37.0488
-79,-178,1186.58,37.1449
-78,-178,1194.74,37.2806
-77,-178,1203.05,37.4566
-76,-178,1211.47,37.6736
-75,-178,1219.98,37.9318
-74,-178,1228.55,38.2313
-73,-178,1237.15,38.5723
-72,-178,1245.75,38.9544
-71,-178,1254.33,39.3774
-70,-178,1262.88,39.8408
-69,-178,1271.36,40.3441
-68,-178,1279.76,40.8867
-67,-178,1288.07,41.4678
-66,-178,1296.27,42.0866
-65,-178,1304.35,42.7423
-64,-178,1312.3,43.4339
-63,-178,1320.12,44.1605
-62,-178,1327.8,44.921
-61,-178,1335.34,45.7144
-60,-178,1342.73,46.5398
-59,-178,1349.99,47.3959
-58,-178,1357.1,48.2818
-57,-178,1364.09,49.1963
-56,-178,1370.94,50.1384
-55,-178,1377.67,51.1069
-54,-178,1384.3,52.1007
-53,-178,1390.82,53.1188
-52,-178,1397.25,54.1601
-51,-178,1403.6,55.2234
-50,-178,1409.87,56.3078
-49,-178,1416.1,57.4121
-48,-178,1422.28,58.5353
-47,-178,1428.42,59.6764
-46,-178,1434.55,60.8344
-45,-178,1440.68,62.0082
-44,-178,1446.81,63.197
-43,-178,1452.97,64.3996
-42,-178,1459.16,65.6153
-41,-178,1465.39,66.843
-40,-178,1471.68,68.0819
-39,-178,1478.05,69.3311
-38,-178,1484.49,70.5897
-37,-178,1491.03,71.8569
-36,-178,1497.66,73.1319
-35,-178,1504.41,74.4139
-34,-178,1511.27,75.7021
-33,-178,1518.27,76.9958
-32,-178,1525.39,78.2943
-31,-178,1532.66,79.5969
-30,-178,1540.08,80.903
-29,-178,1547.65,82.2118
-28,-178,1555.37,83.5229
-27,-178,1563.26,84.8355
-26,-178,1571.31,86.1492
-25,-178,1579.53,87.4635
-24,-178,1587.91,88.7777
-23,-178,1596.47,90.0915
-22,-178,1605.2,91.4044
-21,-178,1614.1,92.716
-20,-178,1623.17,94.0258
-19,-178,1632.42,95.3336
-18,-178,1641.84,96.6388
-17,-178,1651.42,97.9413
-16,-178,1661.18,99.2407
-15,-178,1671.11,100.537
-14,-178,1681.2,101.829
-13,-178,1691.45,103.118
-12,-178,1701.87,104.402
-11,-178,1712.45,105.682
-10,-178,1723.19,106.958
-9,-178,1734.08,108.229
-8,-178,1745.13,109.496
-7,-178,1756.33,110.758
-6,-178,1767.68,112.014
-5,-178,1779.19,113.266
-4,-178,1790.84,114.513
-3,-178,1802.63,115.755
-2,-178,1814.57,116.992
-1,-178,1826.66,118.223
0,-178,1838.89,119.45
1,-178,1851.27,120.672
2,-178,1863.79,121.889
3,-178,1876.46,123.101
