Phi[deg],Theta[deg],mag(rERHCP)[mV],ang_deg(rERHCP)[deg]
57,-180,1375.46,-56.5537
58,-180,1375.46,-55.5537
59,-180,1375.46,-54.5537
60,-180,1375.46,-53.5537
61,-180,1375.46,-52.5537
62,-180,1375.46,-51.5537
63,-180,1375.46,-50.5537
64,-180,1375.46,-49.5537
65,-180,1375.46,-48.5537
66,-180,1375.46,-47.5537
67,-180,1375.46,-46.5537
68,-180,1375.46,-45.5537
69,-180,1375.46,-44.5537
70,-180,1375.46,-43.5537
71,-180,1375.46,-42.5537
72,-180,1375.46,-41.5537
73,-180,1375.46,-40.5537
74,-180,1375.46,-39.5537
75,-180,1375.46,-38.5537
76,-180,1375.46,-37.5537
77,-180,1375.46,-36.5537
78,-180,1375.46,-35.5537
79,-180,1375.46,-34.5537
80,-180,1375.46,-33.5537
81,-180,1375.46,-32.5537
82,-180,1375.46,-31.5537
83,-180,1375.46,-30.5537
84,-180,1375.46,-29.5537
85,-180,1375.46,-28.5537
86,-180,1375.46,-27.5537
87,-180,1375.46,-26.5537
88,-180,1375.46,-25.5537
89,-180,1375.46,-24.5537
90,-180,1375.46,-23.5537
91,-180,1375.46,-22.5537
92,-180,1375.46,-21.5537
93,-180,1375.46,-20.5537
94,-180,1375.46,-19.5537
95,-180,1375.46,-18.5537
96,-180,1375.46,-17.5537
97,-180,1375.46,-16.5537
98,-180,1375.46,-15.5537
99,-180,1375.46,-14.5537
100,-180,1375.46,-13.5537
101,-180,1375.46,-12.5537
102,-180,1375.46,-11.5537
103,-180,1375.46,-10.5537
104,-180,1375.46,-9.55369
105,-180,1375.46,-8.55369
106,-180,1375.46,-7.55369
107,-180,1375.46,-6.55369
108,-180,1375.46,-5.55369
109,-180,1375.46,-4.55369
110,-180,1375.46,-3.55369
111,-180,1375.46,-2.55369
112,-180,1375.46,-1.55369
113,-180,1375.46,-0.553694
114,-180,1375.46,0.446306
115,-180,1375.46,1.44631
116,-180,1375.46,2.44631
117,-180,1375.46,3.44631
118,-180,1375.46,4.44631
119,-180,1375.46,5.44631
120,-180,1375.46,6.44631
121,-180,1375.46,7.44631
122,-180,1375.46,8.44631
123,-180,1375.46,9.44631
124,-180,1375.46,10.4463
125,-180,1375.46,11.4463
126,-180,1375.46,12.4463
127,-180,1375.46,13.4463
128,-180,1375.46,14.4463
129,-180,1375.46,15.4463
130,-180,1375.46,16.4463
131,-180,1375.46,17.4463
132,-180,1375.46,18.4463
133,-180,1375.46,19.4463
134,-180,1375.46,20.4463
135,-180,1375.46,21.4463
136,-180,1375.46,22.4463
137,-180,1375.46,23.4463
138,-180,1375.46,24.4463
139,-180,1375.46,25.4463
140,-180,1375.46,26.4463
141,-180,1375.46,27.4463
142,-180,1375.46,28.4463
143,-180,1375.46,29.4463
144,-180,1375.46,30.4463
145,-180,1375.46,31.4463
146,-180,1375.46,32.4463
147,-180,1375.46,33.4463
148,-180,1375.46,34.4463
149,-180,1375.46,35.4463
150,-180,1375.46,36.4463
151,-180,1375.46,37.4463
152,-180,1375.46,38.4463
153,-180,1375.46,39.4463
154,-180,1375.46,40.4463
155,-180,1375.46,41.4463
156,-180,1375.46,42.4463
157,-180,1375.46,43.4463
158,-180,1375.46,44.4463
159,-180,1375.46,45.4463
160,-180,1375.46,46.4463
161,-180,1375.46,47.4463
162,-180,1375.46,48.4463
163,-180,1375.46,49.4463
164,-180,1375.46,50.4463
165,-180,1375.46,51.4463
166,-180,1375.46,52.4463
167,-180,1375.46,53.4463
168,-180,1375.46,54.4463
169,-180,1375.46,55.4463
170,-180,1375.46,56.4463
171,-180,1375.46,57.4463
172,-180,1375.46,58.4463
173,-180,1375.46,59.4463
174,-180,1375.46,60.4463
175,-180,1375.46,61.4463
176,-180,1375.46,62.4463
177,-180,1375.46,63.4463
178,-180,1375.46,64.4463
179,-180,1375.46,65.4463
180,-180,1375.46,66.4463
-180,-179,2400.59,75.6759
-179,-179,2404.88,76.5912
-178,-179,2408.91,77.5008
-177,-179,2412.69,78.4048
-176,-179,2416.22,79.3032
-175,-179,2419.48,80.1961
-174,-179,2422.49,81.0835
-173,-179,2425.23,81.9655
-172,-179,2427.7,82.8422
-171,-179,2429.9,83.7135
-170,-179,2431.82,84.5796
-169,-179,2433.46,85.4405
-168,-179,2434.82,86.2963
-167,-179,2435.89,87.1471
-166,-179,2436.67,87.9929
-165,-179,2437.15,88.8337
-164,-179,2437.34,89.6698
-163,-179,2437.21,90.5011
-162,-179,2436.78,91.3278
-161,-179,2436.04,92.1499
-160,-179,2434.98,92.9674
-159,-179,2433.59,93.7806
-158,-179,2431.88,94.5894
-157,-179,2429.84,95.394
-156,-179,2427.46,96.1944
-155,-179,2424.74,96.9908
-154,-179,2421.68,97.7832
-153,-179,2418.26,98.5718
-152,-179,2414.5,99.3565
-151,-179,2410.37,100.138
-150,-179,2405.88,100.915
-149,-179,2401.03,101.689
-148,-179,2395.8,102.46
-147,-179,2390.2,103.228
-146,-179,2384.21,103.992
-145,-179,2377.85,104.753
-144,-179,2371.1,105.512
-143,-179,2363.95,106.267
-142,-179,2356.42,107.02
-141,-179,2348.48,107.771
-140,-179,2340.15,108.519
-139,-179,2331.41,109.265
-138,-179,2322.27,110.008
-137,-179,2312.72,110.75
-136,-179,2302.76,111.49
-135,-179,2292.39,112.227
-134,-179,2281.61,112.964
-133,-179,2270.41,113.699
-132,-179,2258.8,114.432
-131,-179,2246.77,115.164
-130,-179,2234.33,115.896
-129,-179,2221.47,116.626
-128,-179,2208.2,117.356
-127,-179,2194.51,118.085
-126,-179,2180.41,118.814
-125,-179,2165.9,119.543
-124,-179,2150.99,120.271
-123,-179,2135.67,121
-122,-179,2119.94,121.73
-121,-179,2103.82,122.46
-120,-179,2087.31,123.19
-119,-179,2070.4,123.922
-118,-179,2053.11,124.655
-117,-179,2035.44,125.39
-116,-179,2017.4,126.126
-115,-179,1998.99,126.864
-114,-179,1980.22,127.605
-113,-179,1961.09,128.348
-112,-179,1941.62,129.094
-111,-179,1921.81,129.843
-110,-179,1901.68,130.595
-109,-179,1881.22,131.351
-108,-179,1860.46,132.112
-107,-179,1839.39,132.876
-106,-179,1818.04,133.645
-105,-179,1796.41,134.42
-104,-179,1774.51,135.2
-103,-179,1752.36,135.985
-102,-179,1729.96,136.778
-101,-179,1707.33,137.577
-100,-179,1684.48,138.383
-99,-179,1661.43,139.197
-98,-179,1638.19,140.019
-97,-179,1614.77,140.85
-96,-179,1591.19,141.69
-95,-179,1567.46,142.54
-94,-179,1543.59,143.401
-93,-179,1519.61,144.273
-92,-179,1495.52,145.156
-91,-179,1471.35,146.053
-90,-179,1447.1,146.962
-89,-179,1422.8,147.885
-88,-179,1398.46,148.823
-87,-179,1374.09,149.777
-86,-179,1349.73,150.746
-85,-179,1325.37,151.734
-84,-179,1301.04,152.739
-83,-179,1276.76,153.764
-82,-179,1252.54,154.809
-81,-179,1228.4,155.875
-80,-179,1204.37,156.963
-79,-179,1180.45,158.075
-78,-179,1156.67,159.212
-77,-179,1133.04,160.374
-76,-179,1109.59,161.564
-75,-179,1086.33,162.782
-74,-179,1063.29,164.029
-73,-179,1040.48,165.308
-72,-179,1017.92,166.62
-71,-179,995.63,167.966
-70,-179,973.636,169.347
-69,-179,951.955,170.765
-68,-179,930.609,172.222
-67,-179,909.618,173.718
-66,-179,889.003,175.256
-65,-179,868.787,176.837
-64,-179,848.989,178.463
-63,-179,829.633,-179.866
-62,-179,810.739,-178.147
-61,-179,792.329,-176.381
-60,-179,774.426,-174.565
-59,-179,757.05,-172.698
-58,-179,740.222,-170.781
-57,-179,723.963,-168.812
-56,-179,708.294,-166.791
-55,-179,693.234,-164.719
-54,-179,678.802,-162.595
-53,-179,665.014,-160.42
-52,-179,651.887,-158.195
-51,-179,639.435,-155.922
-50,-179,627.671,-153.603
-49,-179,616.605,-151.24
-48,-179,606.246,-148.836
-47,-179,596.598,-146.393
-46,-179,587.666,-143.917
-45,-179,579.448,-141.41
-44,-179,571.94,-138.878
-43,-179,565.137,-136.325
-42,-179,559.028,-133.755
-41,-179,553.6,-131.175
-40,-179,548.836,-128.59
-39,-179,544.716,-126.004
-38,-179,541.217,-123.423
-37,-179,538.314,-120.853
-36,-179,535.979,-118.297
-35,-179,534.181,-115.76
-34,-179,532.887,-113.247
-33,-179,532.065,-110.761
-32,-179,531.68,-108.306
-31,-179,531.695,-105.884
-30,-179,532.075,-103.499
-29,-179,532.784,-101.152
-28,-179,533.786,-98.8446
-27,-179,535.044,-96.5788
-26,-179,536.525,-94.3551
-25,-179,538.193,-92.1741
-24,-179,540.017,-90.0362
-23,-179,541.964,-87.9412
-22,-179,544.004,-85.889
-21,-179,546.108,-83.8791
-20,-179,548.247,-81.9109
-19,-179,550.397,-79.9838
-18,-179,552.531,-78.0968
-17,-179,554.627,-76.249
-16,-179,556.662,-74.4394
-15,-179,558.617,-72.6671
-14,-179,560.473,-70.9309
-13,-179,562.212,-69.23
-12,-179,563.819,-67.5631
-11,-179,565.277,-65.9294
-10,-179,566.574,-64.3279
-9,-179,567.697,-62.7576
-8,-179,568.636,-61.2177
-7,-179,569.379,-59.7074
-6,-179,569.919,-58.226
-5,-179,570.248,-56.7727
-4,-179,570.358,-55.347
-3,-179,570.244,-53.9483
-2,-179,569.901,-52.5762
-1,-179,569.325,-51.2302
0,-179,568.513,-49.9103
1,-179,567.462,-48.616
2,-179,566.172,-47.3473
3,-179,564.642,-46.1042
4,-179,562.871,-44.8868
5,-179,560.862,-43.6951
6,-179,558.616,-42.5294
7,-179,556.135,-41.3902
8,-179,553.423,-40.2778
9,-179,550.484,-39.1927
10,-179,547.323,-38.1357
11,-179,543.946,-37.1074
12,-179,540.359,-36.1088
13,-179,536.57,-35.1407
14,-179,532.587,-34.2044
15,-179,528.418,-33.3009
16,-179,524.075,-32.4316
17,-179,519.568,-31.5979
18,-179,514.908,-30.8013
19,-179,510.109,-30.0435
20,-179,505.186,-29.3262
21,-179,500.152,-28.6513
22,-179,495.026,-28.0207
23,-179,489.824,-27.4366
24,-179,484.566,-26.9011
25,-179,479.272,-26.4163
26,-179,473.964,-25.9844
27,-179,468.666,-25.6079
28,-179,463.404,-25.2889
29,-179,458.205,-25.0295
30,-179,453.097,-24.8321
31,-179,448.11,-24.6984
32,-179,443.279,-24.6304
33,-179,438.635,-24.6294
34,-179,434.217,-24.6966
35,-179,430.061,-24.8328
36,-179,426.206,-25.0381
37,-179,422.692,-25.3121
38,-179,419.562,-25.6537
39,-179,416.857,-26.061
40,-179,414.619,-26.5313
41,-179,412.891,-27.0609
42,-179,411.714,-27.6452
43,-179,411.128,-28.2786
44,-179,411.171,-28.9547
45,-179,411.879,-29.6662
46,-179,413.284,-30.4051
47,-179,415.415,-31.1628
48,-179,418.297,-31.9303
49,-179,421.95,-32.6983
50,-179,426.39,-33.4576
51,-179,431.626,-34.1992
52,-179,437.665,-34.9145
53,-179,444.508,-35.5955
54,-179,452.15,-36.2348
55,-179,460.584,-36.8261
56,-179,469.798,-37.3637
57,-179,479.778,-37.8431
58,-179,490.505,-38.2607
59,-179,501.959,-38.6136
60,-179,514.118,-38.9002
61,-179,526.957,-39.1192
62,-179,540.454,-39.2703
63,-179,554.581,-39.3539
64,-179,569.312,-39.3706
65,-179,584.622,-39.3218
66,-179,600.485,-39.209
67,-179,616.873,-39.0342
68,-179,633.762,-38.7994
69,-179,651.125,-38.507
70,-179,668.939,-38.1593
71,-179,687.178,-37.7587
72,-179,705.819,-37.3078
73,-179,724.838,-36.8089
74,-179,744.213,-36.2646
75,-179,763.921,-35.6771
76,-179,783.94,-35.0489
77,-179,804.25,-34.3822
78,-179,824.829,-33.6791
79,-179,845.657,-32.9417
80,-179,866.715,-32.1721
81,-179,887.984,-31.3721
82,-179,909.444,-30.5436
83,-179,931.076,-29.6883
84,-179,952.863,-28.8078
85,-179,974.788,-27.9037
86,-179,996.832,-26.9774
87,-179,1018.98,-26.0304
88,-179,1041.21,-25.0639
89,-179,1063.52,-24.0793
90,-179,1085.87,-23.0776
91,-179,1108.27,-22.06
92,-179,1130.69,-21.0276
93,-179,1153.12,-19.9813
94,-179,1175.55,-18.9221
95,-179,1197.95,-17.8508
96,-179,1220.32,-16.7683
97,-179,1242.65,-15.6754
98,-179,1264.92,-14.5729
99,-179,1287.11,-13.4614
100,-179,1309.23,-12.3415
101,-179,1331.25,-11.2141
102,-179,1353.16,-10.0796
103,-179,1374.96,-8.93857
104,-179,1396.63,-7.79164
105,-179,1418.16,-6.63928
106,-179,1439.55,-5.482
107,-179,1460.78,-4.32025
108,-179,1481.85,-3.15449
109,-179,1502.75,-1.98513
110,-179,1523.47,-0.812592
111,-179,1544,0.362747
112,-179,1564.34,1.54051
113,-179,1584.49,2.72035
114,-179,1604.42,3.90191
115,-179,1624.15,5.08487
116,-179,1643.66,6.26893
117,-179,1662.95,7.45376
118,-179,1682.01,8.63909
119,-179,1700.85,9.82463
120,-179,1719.46,11.0101
121,-179,1737.83,12.1953
122,-179,1755.96,13.3799
123,-179,1773.85,14.5636
124,-179,1791.51,15.7464
125,-179,1808.91,16.9278
126,-179,1826.08,18.1077
127,-179,1842.99,19.286
128,-179,1859.66,20.4623
129,-179,1876.09,21.6365
130,-179,1892.26,22.8083
131,-179,1908.19,23.9777
132,-179,1923.86,25.1443
133,-179,1939.29,26.3081
134,-179,1954.48,27.4689
135,-179,1969.41,28.6265
136,-179,1984.1,29.7807
137,-179,1998.54,30.9314
138,-179,2012.74,32.0784
139,-179,2026.7,33.2216
140,-179,2040.41,34.3608
141,-179,2053.89,35.496
142,-179,2067.12,36.6269
143,-179,2080.11,37.7535
144,-179,2092.87,38.8756
145,-179,2105.39,39.9931
146,-179,2117.67,41.106
147,-179,2129.73,42.214
148,-179,2141.55,43.3172
149,-179,2153.14,44.4154
150,-179,2164.5,45.5084
151,-179,2175.63,46.5964
152,-179,2186.53,47.679
153,-179,2197.21,48.7563
154,-179,2207.66,49.8283
155,-179,2217.89,50.8947
156,-179,2227.89,51.9557
157,-179,2237.67,53.011
158,-179,2247.23,54.0607
159,-179,2256.56,55.1048
160,-179,2265.67,56.1431
161,-179,2274.56,57.1756
162,-179,2283.23,58.2023
163,-179,2291.68,59.2232
164,-179,2299.9,60.2382
165,-179,2307.91,61.2473
166,-179,2315.69,62.2506
167,-179,2323.24,63.2479
168,-179,2330.57,64.2393
169,-179,2337.68,65.2247
170,-179,2344.56,66.2043
171,-179,2351.21,67.1779
172,-179,2357.64,68.1456
173,-179,2363.83,69.1073
174,-179,2369.79,70.0632
175,-179,2375.52,71.0132
176,-179,2381.02,71.9574
177,-179,2386.27,72.8957
178,-179,2391.29,73.8282
179,-179,2396.06,74.7549
180,-179,2400.59,75.6759
-180,-178,2404.43,96.121
-179,-178,2414.16,96.8644
-178,-178,2423.76,97.5944
-177,-178,2433.25,98.3115
-176,-178,2442.61,99.0158
-175,-178,2451.84,99.7076
-174,-178,2460.94,100.387
-173,-178,2469.89,101.054
-172,-178,2478.71,101.71
-171,-178,2487.39,102.353
-170,-178,2495.91,102.985
-169,-178,2504.28,103.606
-168,-178,2512.49,104.215
-167,-178,2520.53,104.813
-166,-178,2528.4,105.401
-165,-178,2536.09,105.977
-164,-178,2543.6,106.543
-163,-178,2550.92,107.098
-162,-178,2558.03,107.643
-161,-178,2564.93,108.178
-160,-178,2571.61,108.703
-159,-178,2578.06,109.218
-158,-178,2584.27,109.723
-157,-178,2590.22,110.218
-156,-178,2595.91,110.704
-155,-178,2601.32,111.18
-154,-178,2606.42,111.648
-153,-178,2611.22,112.106
-152,-178,2615.69,112.555
-151,-178,2619.8,112.996
-150,-178,2623.56,113.427
-149,-178,2626.92,113.851
-148,-178,2629.88,114.266
-147,-178,2632.4,114.673
-146,-178,2634.48,115.072
-145,-178,2636.07,115.463
-144,-178,2637.16,115.847
-143,-178,2637.72,116.223
-142,-178,2637.73,116.591
-141,-178,2637.15,116.953
-140,-178,2635.96,117.307
-139,-178,2634.12,117.655
-138,-178,2631.61,117.995
-137,-178,2628.4,118.33
-136,-178,2624.45,118.657
-135,-178,2619.74,118.978
-134,-178,2614.24,119.293
-133,-178,2607.91,119.602
-132,-178,2600.72,119.905
-131,-178,2592.64,120.202
-130,-178,2583.65,120.493
-129,-178,2573.71,120.778
-128,-178,2562.81,121.057
-127,-178,2550.9,121.331
-126,-178,2537.97,121.599
-125,-178,2523.99,121.862
-124,-178,2508.94,122.119
-123,-178,2492.8,122.371
-122,-178,2475.56,122.617
-121,-178,2457.19,122.857
-120,-178,2437.69,123.092
-119,-178,2417.05,123.321
-118,-178,2395.25,123.545
-117,-178,2372.29,123.763
-116,-178,2348.18,123.976
-115,-178,2322.91,124.183
-114,-178,2296.48,124.384
-113,-178,2268.91,124.58
-112,-178,2240.21,124.77
-111,-178,2210.38,124.955
-110,-178,2179.45,125.133
-109,-178,2147.44,125.307
-108,-178,2114.38,125.474
-107,-178,2080.28,125.636
-106,-178,2045.18,125.793
-105,-178,2009.12,125.945
-104,-178,1972.12,126.092
-103,-178,1934.23,126.233
-102,-178,1895.48,126.371
-101,-178,1855.92,126.504
-100,-178,1815.59,126.633
-99,-178,1774.54,126.76
-98,-178,1732.82,126.883
-97,-178,1690.47,127.005
-96,-178,1647.54,127.125
-95,-178,1604.09,127.245
-94,-178,1560.15,127.366
-93,-178,1515.79,127.488
-92,-178,1471.05,127.614
-91,-178,1425.98,127.745
-90,-178,1380.62,127.882
-89,-178,1335.03,128.028
-88,-178,1289.26,128.185
-87,-178,1243.34,128.355
-86,-178,1197.32,128.543
-85,-178,1151.25,128.751
-84,-178,1105.16,128.983
-83,-178,1059.09,129.243
-82,-178,1013.08,129.539
-81,-178,967.178,129.874
-80,-178,921.409,130.258
-79,-178,875.812,130.699
-78,-178,830.426,131.206
-77,-178,785.289,131.793
-76,-178,740.442,132.474
-75,-178,695.931,133.267
-74,-178,651.807,134.195
-73,-178,608.131,135.287
-72,-178,564.978,136.578
-71,-178,522.439,138.113
-70,-178,480.635,139.951
-69,-178,439.723,142.171
-68,-178,399.92,144.873
-67,-178,361.522,148.195
-66,-178,324.952,152.317
-65,-178,290.808,157.47
-64,-178,259.946,163.938
-63,-178,233.549,172.008
-62,-178,213.15,-178.142
-61,-178,200.438,-166.673
-60,-178,196.752,-154.279
-59,-178,202.427,-142.066
-58,-178,216.572,-131.044
-57,-178,237.529,-121.717
-56,-178,263.537,-114.102
-55,-178,293.116,-107.965
-54,-178,325.164,-103.011
-53,-178,358.892,-98.9729
-52,-178,393.745,-95.6376
-51,-178,429.328,-92.8418
-50,-178,465.356,-90.4626
-49,-178,501.614,-88.4077
-48,-178,537.94,-86.6074
-47,-178,574.207,-85.0086
-46,-178,610.31,-83.5704
-45,-178,646.164,-82.2608
-44,-178,681.696,-81.0548
-43,-178,716.841,-79.9323
-42,-178,751.542,-78.8773
-41,-178,785.75,-77.8766
-40,-178,819.417,-76.9196
-39,-178,852.5,-75.9976
-38,-178,884.959,-75.1031
-37,-178,916.756,-74.23
-36,-178,947.855,-73.3732
-35,-178,978.224,-72.5283
-34,-178,1007.83,-71.6916
-33,-178,1036.64,-70.8598
-32,-178,1064.64,-70.0303
-31,-178,1091.78,-69.2007
-30,-178,1118.05,-68.3688
-29,-178,1143.43,-67.5329
-28,-178,1167.88,-66.6915
-27,-178,1191.4,-65.8431
-26,-178,1213.96,-64.9865
-25,-178,1235.54,-64.1206
-24,-178,1256.13,-63.2444
-23,-178,1275.71,-62.3571
-22,-178,1294.28,-61.4578
-21,-178,1311.81,-60.5458
-20,-178,1328.29,-59.6205
-19,-178,1343.73,-58.6812
-18,-178,1358.11,-57.7274
-17,-178,1371.42,-56.7585
-16,-178,1383.67,-55.7741
-15,-178,1394.84,-54.7735
-14,-178,1404.93,-53.7564
-13,-178,1413.96,-52.7223
-12,-178,1421.91,-51.6708
-11,-178,1428.78,-50.6014
-10,-178,1434.59,-49.5137
-9,-178,1439.34,-48.4073
-8,-178,1443.03,-47.2816
-7,-178,1445.67,-46.1363
-6,-178,1447.27,-44.971
-5,-178,1447.84,-43.7851
-4,-178,1447.39,-42.5783
-3,-178,1445.94,-41.3499
-2,-178,1443.49,-40.0996
-1,-178,1440.06,-38.8268
0,-178,1435.67,-37.5309
1,-178,1430.34,-36.2115
2,-178,1424.08,-34.868
