Phi[deg],Theta[deg],mag(rERHCP)[mV],ang_deg(rERHCP)[deg]
-97,-180,1035.13,41.1855
-96,-180,1035.13,42.1855
-95,-180,1035.13,43.1855
-94,-180,1035.13,44.1855
-93,-180,1035.13,45.1855
-92,-180,1035.13,46.1855
-91,-180,1035.13,47.1855
-90,-180,1035.13,48.1855
-89,-180,1035.13,49.1855
-88,-180,1035.13,50.1855
-87,-180,1035.13,51.1855
-86,-180,1035.13,52.1855
-85,-180,1035.13,53.1855
-84,-180,1035.13,54.1855
-83,-180,1035.13,55.1855
-82,-180,1035.13,56.1855
-81,-180,1035.13,57.1855
-80,-180,1035.13,58.1855
-79,-180,1035.13,59.1855
-78,-180,1035.13,60.1855
-77,-180,1035.13,61.1855
-76,-180,1035.13,62.1855
-75,-180,1035.13,63.1855
-74,-180,1035.13,64.1855
-73,-180,1035.13,65.1855
-72,-180,1035.13,66.1855
-71,-180,1035.13,67.1855
-70,-180,1035.13,68.1855
-69,-180,1035.13,69.1855
-68,-180,1035.13,70.1855
-67,-180,1035.13,71.1855
-66,-180,1035.13,72.1855
-65,-180,1035.13,73.1855
-64,-180,1035.13,74.1855
-63,-180,1035.13,75.1855
-62,-180,1035.13,76.1855
-61,-180,1035.13,77.1855
-60,-180,1035.13,78.1855
-59,-180,1035.13,79.1855
-58,-180,1035.13,80.1855
-57,-180,1035.13,81.1855
-56,-180,1035.13,82.1855
-55,-180,1035.13,83.1855
-54,-180,1035.13,84.1855
-53,-180,1035.13,85.1855
-52,-180,1035.13,86.1855
-51,-180,1035.13,87.1855
-50,-180,1035.13,88.1855
-49,-180,1035.13,89.1855
-48,-180,1035.13,90.1855
-47,-180,1035.13,91.1855
-46,-180,1035.13,92.1855
-45,-180,1035.13,93.1855
-44,-180,1035.13,94.1855
-43,-180,1035.13,95.1855
-42,-180,1035.13,96.1855
-41,-180,1035.13,97.1855
-40,-180,1035.13,98.1855
-39,-180,1035.13,99.1855
-38,-180,1035.13,100.186
-37,-180,1035.13,101.186
-36,-180,1035.13,102.186
-35,-180,1035.13,103.186
-34,-180,1035.13,104.186
-33,-180,1035.13,105.186
-32,-180,1035.13,106.186
-31,-180,1035.13,107.186
-30,-180,1035.13,108.186
-29,-180,1035.13,109.186
-28,-180,1035.13,110.186
-27,-180,1035.13,111.186
-26,-180,1035.13,112.186
-25,-180,1035.13,113.186
-24,-180,1035.13,114.186
-23,-180,1035.13,115.186
-22,-180,1035.13,116.186
-21,-180,1035.13,117.186
-20,-180,1035.13,118.186
-19,-180,1035.13,119.186
-18,-180,1035.13,120.186
-17,-180,1035.13,121.186
-16,-180,1035.13,122.186
-15,-180,1035.13,123.186
-14,-180,1035.13,124.186
-13,-180,1035.13,125.186
-12,-180,1035.13,126.186
-11,-180,1035.13,127.186
-10,-180,1035.13,128.186
-9,-180,1035.13,129.186
-8,-180,1035.13,130.186
-7,-180,1035.13,131.186
-6,-180,1035.13,132.186
-5,-180,1035.13,133.186
-4,-180,1035.13,134.186
-3,-180,1035.13,135.186
-2,-180,1035.13,136.186
-1,-180,1035.13,137.186
0,-180,1035.13,138.186
1,-180,1035.13,139.186
2,-180,1035.13,140.186
3,-180,1035.13,141.186
4,-180,1035.13,142.186
5,-180,1035.13,143.186
6,-180,1035.13,144.186
7,-180,1035.13,145.186
8,-180,1035.13,146.186
9,-180,1035.13,147.186
10,-180,1035.13,148.186
11,-180,1035.13,149.186
12,-180,1035.13,150.186
13,-180,1035.13,151.186
14,-180,1035.13,152.186
15,-180,1035.13,153.186
16,-180,1035.13,154.186
17,-180,1035.13,155.186
18,-180,1035.13,156.186
19,-180,1035.13,157.186
20,-180,1035.13,158.186
21,-180,1035.13,159.186
22,-180,1035.13,160.186
23,-180,1035.13,161.186
24,-180,1035.13,162.186
25,-180,1035.13,163.186
26,-180,1035.13,164.186
27,-180,1035.13,165.186
28,-180,1035.13,166.186
29,-180,1035.13,167.186
30,-180,1035.13,168.186
31,-180,1035.13,169.186
32,-180,1035.13,170.186
33,-180,1035.13,171.186
34,-180,1035.13,172.186
35,-180,1035.13,173.186
36,-180,1035.13,174.186
37,-180,1035.13,175.186
38,-180,1035.13,176.186
39,-180,1035.13,177.186
40,-180,1035.13,178.186
41,-180,1035.13,179.186
42,-180,1035.13,-179.814
43,-180,1035.13,-178.814
44,-180,1035.13,-177.814
45,-180,1035.13,-176.814
46,-180,1035.13,-175.814
47,-180,1035.13,-174.814
48,-180,1035.13,-173.814
49,-180,1035.13,-172.814
50,-180,1035.13,-171.814
51,-180,1035.13,-170.814
52,-180,1035.13,-169.814
53,-180,1035.13,-168.814
54,-180,1035.13,-167.814
55,-180,1035.13,-166.814
56,-180,1035.13,-165.814
57,-180,1035.13,-164.814
58,-180,1035.13,-163.814
59,-180,1035.13,-162.814
60,-180,1035.13,-161.814
61,-180,1035.13,-160.814
62,-180,1035.13,-159.814
63,-180,1035.13,-158.814
64,-180,1035.13,-157.814
65,-180,1035.13,-156.814
66,-180,1035.13,-155.814
67,-180,1035.13,-154.814
68,-180,1035.13,-153.814
69,-180,1035.13,-152.814
70,-180,1035.13,-151.814
71,-180,1035.13,-150.814
72,-180,1035.13,-149.814
73,-180,1035.13,-148.814
74,-180,1035.13,-147.814
75,-180,1035.13,-146.814
76,-180,1035.13,-145.814
77,-180,1035.13,-144.814
78,-180,1035.13,-143.814
79,-180,1035.13,-142.814
80,-180,1035.13,-141.814
81,-180,1035.13,-140.814
82,-180,1035.13,-139.814
83,-180,1035.13,-138.814
84,-180,1035.13,-137.814
85,-180,1035.13,-136.814
86,-180,1035.13,-135.814
87,-180,1035.13,-134.814
88,-180,1035.13,-133.814
89,-180,1035.13,-132.814
90,-180,1035.13,-131.814
91,-180,1035.13,-130.814
92,-180,1035.13,-129.814
93,-180,1035.13,-128.814
94,-180,1035.13,-127.814
95,-180,1035.13,-126.814
96,-180,1035.13,-125.814
97,-180,1035.13,-124.814
98,-180,1035.13,-123.814
99,-180,1035.13,-122.814
100,-180,1035.13,-121.814
101,-180,1035.13,-120.814
102,-180,1035.13,-119.814
103,-180,1035.13,-118.814
104,-180,1035.13,-117.814
105,-180,1035.13,-116.814
106,-180,1035.13,-115.814
107,-180,1035.13,-114.814
108,-180,1035.13,-113.814
109,-180,1035.13,-112.814
110,-180,1035.13,-111.814
111,-180,1035.13,-110.814
112,-180,1035.13,-109.814
113,-180,1035.13,-108.814
114,-180,1035.13,-107.814
115,-180,1035.13,-106.814
116,-180,1035.13,-105.814
117,-180,1035.13,-104.814
118,-180,1035.13,-103.814
119,-180,1035.13,-102.814
120,-180,1035.13,-101.814
121,-180,1035.13,-100.814
122,-180,1035.13,-99.8145
123,-180,1035.13,-98.8145
124,-180,1035.13,-97.8145
125,-180,1035.13,-96.8145
126,-180,1035.13,-95.8145
127,-180,1035.13,-94.8145
128,-180,1035.13,-93.8145
129,-180,1035.13,-92.8145
130,-180,1035.13,-91.8145
131,-180,1035.13,-90.8145
132,-180,1035.13,-89.8145
133,-180,1035.13,-88.8145
134,-180,1035.13,-87.8145
135,-180,1035.13,-86.8145
136,-180,1035.13,-85.8145
137,-180,1035.13,-84.8145
138,-180,1035.13,-83.8145
139,-180,1035.13,-82.8145
140,-180,1035.13,-81.8145
141,-180,1035.13,-80.8145
142,-180,1035.13,-79.8145
143,-180,1035.13,-78.8145
144,-180,1035.13,-77.8145
145,-180,1035.13,-76.8145
146,-180,1035.13,-75.8145
147,-180,1035.13,-74.8145
148,-180,1035.13,-73.8145
149,-180,1035.13,-72.8145
150,-180,1035.13,-71.8145
151,-180,1035.13,-70.8145
152,-180,1035.13,-69.8145
153,-180,1035.13,-68.8145
154,-180,1035.13,-67.8145
155,-180,1035.13,-66.8145
156,-180,1035.13,-65.8145
157,-180,1035.13,-64.8145
158,-180,1035.13,-63.8145
159,-180,1035.13,-62.8145
160,-180,1035.13,-61.8145
161,-180,1035.13,-60.8145
162,-180,1035.13,-59.8145
163,-180,1035.13,-58.8145
164,-180,1035.13,-57.8145
165,-180,1035.13,-56.8145
166,-180,1035.13,-55.8145
167,-180,1035.13,-54.8145
168,-180,1035.13,-53.8145
169,-180,1035.13,-52.8145
170,-180,1035.13,-51.8145
171,-180,1035.13,-50.8145
172,-180,1035.13,-49.8145
173,-180,1035.13,-48.8145
174,-180,1035.13,-47.8145
175,-180,1035.13,-46.8145
176,-180,1035.13,-45.8145
177,-180,1035.13,-44.8145
178,-180,1035.13,-43.8145
179,-180,1035.13,-42.8145
180,-180,1035.13,-41.8145
-180,-179,1242.07,-14.2262
-179,-179,1246.58,-13.3416
-178,-179,1250.99,-12.46
-177,-179,1255.32,-11.5813
-176,-179,1259.56,-10.7056
-175,-179,1263.72,-9.83265
-174,-179,1267.79,-8.96246
-173,-179,1271.79,-8.09496
-172,-179,1275.7,-7.23012
-171,-179,1279.53,-6.36789
-170,-179,1283.29,-5.50825
-169,-179,1286.97,-4.65117
-168,-179,1290.58,-3.79666
-167,-179,1294.11,-2.9447
-166,-179,1297.57,-2.0953
-165,-179,1300.97,-1.24847
-164,-179,1304.3,-0.404243
-163,-179,1307.55,0.437362
-162,-179,1310.75,1.27631
-161,-179,1313.88,2.11255
-160,-179,1316.95,2.94603
-159,-179,1319.95,3.7767
-158,-179,1322.9,4.60449
-157,-179,1325.78,5.42933
-156,-179,1328.61,6.25114
-155,-179,1331.38,7.06984
-154,-179,1334.1,7.88535
-153,-179,1336.76,8.69758
-152,-179,1339.37,9.50641
-151,-179,1341.92,10.3118
-150,-179,1344.43,11.1135
-149,-179,1346.89,11.9116
-148,-179,1349.3,12.7059
-147,-179,1351.66,13.4963
-146,-179,1353.98,14.2826
-145,-179,1356.25,15.0648
-144,-179,1358.48,15.8428
-143,-179,1360.67,16.6164
-142,-179,1362.82,17.3856
-141,-179,1364.92,18.1502
-140,-179,1366.99,18.9101
-139,-179,1369.03,19.6652
-138,-179,1371.03,20.4155
-137,-179,1372.99,21.1608
-136,-179,1374.92,21.9011
-135,-179,1376.82,22.6363
-134,-179,1378.69,23.3662
-133,-179,1380.53,24.0909
-132,-179,1382.35,24.8102
-131,-179,1384.13,25.5242
-130,-179,1385.9,26.2328
-129,-179,1387.63,26.936
-128,-179,1389.35,27.6336
-127,-179,1391.04,28.3258
-126,-179,1392.72,29.0126
-125,-179,1394.37,29.6939
-124,-179,1396.01,30.3697
-123,-179,1397.62,31.0402
-122,-179,1399.22,31.7053
-121,-179,1400.81,32.3652
-120,-179,1402.38,33.0198
-119,-179,1403.93,33.6694
-118,-179,1405.47,34.3139
-117,-179,1407,34.9536
-116,-179,1408.51,35.5885
-115,-179,1410.01,36.2188
-114,-179,1411.49,36.8447
-113,-179,1412.96,37.4663
-112,-179,1414.42,38.0838
-111,-179,1415.86,38.6974
-110,-179,1417.28,39.3073
-109,-179,1418.69,39.9137
-108,-179,1420.08,40.5168
-107,-179,1421.44,41.117
-106,-179,1422.79,41.7144
-105,-179,1424.11,42.3093
-104,-179,1425.4,42.9019
-103,-179,1426.67,43.4926
-102,-179,1427.91,44.0816
-101,-179,1429.11,44.6692
-100,-179,1430.27,45.2557
-99,-179,1431.4,45.8414
-98,-179,1432.47,46.4266
-97,-179,1433.51,47.0115
-96,-179,1434.49,47.5965
-95,-179,1435.41,48.182
-94,-179,1436.27,48.7681
-93,-179,1437.07,49.3551
-92,-179,1437.79,49.9435
-91,-179,1438.45,50.5334
-90,-179,1439.02,51.1252
-89,-179,1439.5,51.7192
-88,-179,1439.9,52.3156
-87,-179,1440.19,52.9147
-86,-179,1440.39,53.5167
-85,-179,1440.48,54.1221
-84,-179,1440.45,54.7309
-83,-179,1440.31,55.3434
-82,-179,1440.04,55.9599
-81,-179,1439.64,56.5807
-80,-179,1439.1,57.2058
-79,-179,1438.43,57.8356
-78,-179,1437.6,58.4702
-77,-179,1436.63,59.1098
-76,-179,1435.49,59.7546
-75,-179,1434.2,60.4048
-74,-179,1432.73,61.0605
-73,-179,1431.1,61.7218
-72,-179,1429.29,62.3889
-71,-179,1427.29,63.062
-70,-179,1425.11,63.7411
-69,-179,1422.75,64.4263
-68,-179,1420.19,65.1178
-67,-179,1417.44,65.8155
-66,-179,1414.49,66.5196
-65,-179,1411.33,67.2302
-64,-179,1407.98,67.9472
-63,-179,1404.42,68.6708
-62,-179,1400.65,69.4009
-61,-179,1396.68,70.1376
-60,-179,1392.5,70.8809
-59,-179,1388.11,71.6307
-58,-179,1383.51,72.3872
-57,-179,1378.7,73.1502
-56,-179,1373.68,73.9197
-55,-179,1368.45,74.6957
-54,-179,1363.02,75.4782
-53,-179,1357.38,76.2672
-52,-179,1351.54,77.0624
-51,-179,1345.5,77.864
-50,-179,1339.26,78.6718
-49,-179,1332.82,79.4857
-48,-179,1326.18,80.3057
-47,-179,1319.36,81.1316
-46,-179,1312.35,81.9634
-45,-179,1305.16,82.8009
-44,-179,1297.79,83.6441
-43,-179,1290.24,84.4928
-42,-179,1282.52,85.3469
-41,-179,1274.64,86.2063
-40,-179,1266.6,87.0708
-39,-179,1258.4,87.9403
-38,-179,1250.04,88.8147
-37,-179,1241.54,89.6937
-36,-179,1232.91,90.5772
-35,-179,1224.13,91.4652
-34,-179,1215.23,92.3573
-33,-179,1206.2,93.2534
-32,-179,1197.05,94.1534
-31,-179,1187.8,95.0571
-30,-179,1178.43,95.9642
-29,-179,1168.97,96.8746
-28,-179,1159.4,97.7881
-27,-179,1149.75,98.7045
-26,-179,1140.02,99.6236
-25,-179,1130.21,100.545
-24,-179,1120.33,101.469
-23,-179,1110.38,102.395
-22,-179,1100.38,103.323
-21,-179,1090.32,104.252
-20,-179,1080.21,105.183
-19,-179,1070.06,106.115
-18,-179,1059.87,107.047
-17,-179,1049.65,107.981
-16,-179,1039.41,108.915
-15,-179,1029.15,109.849
-14,-179,1018.87,110.783
-13,-179,1008.58,111.717
-12,-179,998.29,112.651
-11,-179,988.001,113.584
-10,-179,977.718,114.515
-9,-179,967.446,115.446
-8,-179,957.191,116.375
-7,-179,946.958,117.303
-6,-179,936.751,118.228
-5,-179,926.575,119.152
-4,-179,916.435,120.073
-3,-179,906.335,120.991
-2,-179,896.28,121.907
-1,-179,886.274,122.82
0,-179,876.323,123.73
1,-179,866.429,124.636
2,-179,856.598,125.538
3,-179,846.833,126.437
4,-179,837.139,127.332
5,-179,827.52,128.222
6,-179,817.98,129.109
7,-179,808.523,129.991
8,-179,799.152,130.868
9,-179,789.872,131.741
10,-179,780.685,132.609
11,-179,771.597,133.472
12,-179,762.61,134.331
13,-179,753.728,135.185
14,-179,744.955,136.033
15,-179,736.293,136.877
16,-179,727.747,137.716
17,-179,719.319,138.551
18,-179,711.013,139.381
19,-179,702.831,140.206
20,-179,694.777,141.027
21,-179,686.853,141.844
22,-179,679.062,142.657
23,-179,671.407,143.467
24,-179,663.89,144.273
25,-179,656.514,145.077
26,-179,649.28,145.878
27,-179,642.191,146.677
28,-179,635.249,147.474
29,-179,628.456,148.271
30,-179,621.813,149.067
31,-179,615.321,149.863
32,-179,608.983,150.66
33,-179,602.798,151.458
34,-179,596.768,152.259
35,-179,590.894,153.063
36,-179,585.177,153.871
37,-179,579.616,154.684
38,-179,574.212,155.503
39,-179,568.965,156.328
40,-179,563.875,157.161
41,-179,558.941,158.003
42,-179,554.165,158.855
43,-179,549.544,159.718
44,-179,545.078,160.592
45,-179,540.767,161.48
46,-179,536.609,162.382
47,-179,532.605,163.299
48,-179,528.753,164.233
49,-179,525.052,165.185
50,-179,521.502,166.155
51,-179,518.102,167.146
52,-179,514.851,168.158
53,-179,511.749,169.192
54,-179,508.795,170.249
55,-179,505.989,171.331
56,-179,503.331,172.438
57,-179,500.822,173.572
58,-179,498.461,174.733
59,-179,496.25,175.922
60,-179,494.191,177.141
61,-179,492.284,178.389
62,-179,490.531,179.667
63,-179,488.935,-179.024
64,-179,487.499,-177.683
65,-179,486.225,-176.31
66,-179,485.117,-174.906
67,-179,484.179,-173.469
68,-179,483.416,-171.999
69,-179,482.833,-170.497
70,-179,482.434,-168.963
71,-179,482.225,-167.397
72,-179,482.212,-165.8
73,-179,482.401,-164.172
74,-179,482.798,-162.514
75,-179,483.411,-160.827
76,-179,484.245,-159.111
77,-179,485.308,-157.368
78,-179,486.607,-155.599
79,-179,488.148,-153.806
80,-179,489.937,-151.99
81,-179,491.981,-150.152
82,-179,494.286,-148.295
83,-179,496.858,-146.42
84,-179,499.702,-144.529
85,-179,502.823,-142.624
86,-179,506.224,-140.707
87,-179,509.909,-138.781
88,-179,513.882,-136.847
89,-179,518.143,-134.907
90,-179,522.694,-132.963
91,-179,527.536,-131.018
92,-179,532.668,-129.074
93,-179,538.088,-127.132
94,-179,543.794,-125.194
95,-179,549.784,-123.263
96,-179,556.054,-121.339
97,-179,562.598,-119.425
98,-179,569.411,-117.521
99,-179,576.487,-115.63
100,-179,583.819,-113.753
101,-179,591.398,-111.891
102,-179,599.217,-110.045
103,-179,607.267,-108.215
104,-179,615.538,-106.403
105,-179,624.021,-104.61
106,-179,632.704,-102.835
107,-179,641.578,-101.081
108,-179,650.63,-99.3458
109,-179,659.851,-97.6312
110,-179,669.228,-95.9372
111,-179,678.75,-94.2639
112,-179,688.406,-92.6115
113,-179,698.182,-90.9799
114,-179,708.069,-89.3691
115,-179,718.054,-87.7791
116,-179,728.125,-86.2097
117,-179,738.271,-84.6607
118,-179,748.481,-83.132
119,-179,758.743,-81.6233
120,-179,769.047,-80.1344
121,-179,779.381,-78.6649
122,-179,789.737,-77.2145
123,-179,800.102,-75.7829
124,-179,810.468,-74.3699
125,-179,820.825,-72.9749
126,-179,831.164,-71.5976
127,-179,841.475,-70.2377
128,-179,851.752,-68.8949
129,-179,861.984,-67.5686
130,-179,872.165,-66.2586
131,-179,882.288,-64.9645
132,-179,892.344,-63.6858
133,-179,902.329,-62.4222
134,-179,912.235,-61.1734
135,-179,922.056,-59.9389
136,-179,931.788,-58.7184
137,-179,941.425,-57.5116
138,-179,950.963,-56.318
139,-179,960.396,-55.1373
140,-179,969.722,-53.9692
141,-179,978.937,-52.8133
142,-179,988.036,-51.6693
143,-179,997.018,-50.5368
144,-179,1005.88,-49.4156
145,-179,1014.62,-48.3052
146,-179,1023.23,-47.2055
147,-179,1031.72,-46.116
148,-179,1040.08,-45.0365
149,-179,1048.32,-43.9667
150,-179,1056.42,-42.9063
151,-179,1064.39,-41.8549
152,-179,1072.24,-40.8124
153,-179,1079.95,-39.7784
154,-179,1087.53,-38.7527
155,-179,1094.98,-37.7349
156,-179,1102.3,-36.7249
157,-179,1109.49,-35.7224
158,-179,1116.55,-34.7271
159,-179,1123.48,-33.7388
160,-179,1130.29,-32.7573
161,-179,1136.97,-31.7823
162,-179,1143.53,-30.8135
163,-179,1149.96,-29.8508
164,-179,1156.27,-28.894
165,-179,1162.46,-27.9428
166,-179,1168.53,-26.997
167,-179,1174.49,-26.0565
168,-179,1180.33,-25.121
169,-179,1186.06,-24.1903
170,-179,1191.67,-23.2643
171,-179,1197.18,-22.3428
172,-179,1202.57,-21.4257
173,-179,1207.86,-20.5127
174,-179,1213.05,-19.6037
175,-179,1218.13,-18.6985
176,-179,1223.11,-17.7971
177,-179,1228,-16.8993
178,-179,1232.78,-16.005
179,-179,1237.47,-15.1139
180,-179,1242.07,-14.2262
-180,-178,1291.04,-6.86631
-179,-178,1294,-6.31701
-178,-178,1297.03,-5.75455
-177,-178,1300.11,-5.17819
-176,-178,1303.26,-4.58721
-175,-178,1306.45,-3.98097
-174,-178,1309.69,-3.35887
-173,-178,1312.97,-2.72038
-172,-178,1316.28,-2.065
-171,-178,1319.63,-1.39232
-170,-178,1323.01,-0.701972
-169,-178,1326.41,0.00634718
-168,-178,1329.82,0.732876
-167,-178,1333.25,1.47779
-166,-178,1336.69,2.2412
-165,-178,1340.14,3.02316
-164,-178,1343.59,3.82365
-163,-178,1347.04,4.64258
-162,-178,1350.49,5.47981
-161,-178,1353.94,6.3351
-160,-178,1357.39,7.20818
-159,-178,1360.83,8.09869
-158,-178,1364.27,9.0062
-157,-178,1367.71,9.93023
-156,-178,1371.14,10.8702
-155,-178,1374.58,11.8255
-154,-178,1378.02,12.7954
-153,-178,1381.47,13.7791
-152,-178,1384.92,14.7758
-151,-178,1388.38,15.7847
-150,-178,1391.85,16.8046
-149,-178,1395.34,17.8346
-148,-178,1398.85,18.8736
-147,-178,1402.38,19.9204
-146,-178,1405.93,20.9738
-145,-178,1409.51,22.0326
-144,-178,1413.12,23.0953
-143,-178,1416.76,24.1607
-142,-178,1420.43,25.2272
-141,-178,1424.13,26.2936
-140,-178,1427.87,27.3582
-139,-178,1431.64,28.4196
-138,-178,1435.44,29.4762
-137,-178,1439.28,30.5265
-136,-178,1443.14,31.5689
-135,-178,1447.03,32.602
-134,-178,1450.95,33.624
-133,-178,1454.88,34.6336
-132,-178,1458.84,35.6291
-131,-178,1462.82,36.6092
-130,-178,1466.8,37.5722
-129,-178,1470.8,38.5169
-128,-178,1474.8,39.4419
-127,-178,1478.8,40.3459
-126,-178,1482.81,41.2275
-125,-178,1486.81,42.0858
-124,-178,1490.8,42.9195
-123,-178,1494.79,43.7276
-122,-178,1498.77,44.5093
-121,-178,1502.74,45.2637
-120,-178,1506.71,45.9901
-119,-178,1510.67,46.6879
-118,-178,1514.64,47.3566
-117,-178,1518.6,47.9959
-116,-178,1522.58,48.6054
-115,-178,1526.57,49.1851
-114,-178,1530.58,49.7351
-113,-178,1534.63,50.2554
-112,-178,1538.71,50.7463
-111,-178,1542.84,51.2084
-110,-178,1547.03,51.6421
-109,-178,1551.29,52.0483
-108,-178,1555.62,52.4277
-107,-178,1560.05,52.7815
-106,-178,1564.57,53.1107
-105,-178,1569.2,53.4167
-104,-178,1573.94,53.7008
-103,-178,1578.8,53.9646
-102,-178,1583.78,54.2097
-101,-178,1588.89,54.4379
-100,-178,1594.12,54.6509
-99,-178,1599.47,54.8507
-98,-178,1604.95,55.0392
-97,-178,1610.53,55.2184
-96,-178,1616.22,55.3904
-95,-178,1621.99,55.5572
-94,-178,1627.83,55.7209
-93,-178,1633.72,55.8835
-92,-178,1639.63,56.047
-91,-178,1645.55,56.2135
-90,-178,1651.44,56.3848
-89,-178,1657.28,56.5629
-88,-178,1663.02,56.7495
-87,-178,1668.63,56.9463
-86,-178,1674.08,57.1549
-85,-178,1679.32,57.377
-84,-178,1684.32,57.6139
-83,-178,1689.04,57.867
-82,-178,1693.42,58.1375
-81,-178,1697.45,58.4266
-80,-178,1701.06,58.7353
-79,-178,1704.22,59.0646
-78,-178,1706.9,59.4153
-77,-178,1709.04,59.7883
-76,-178,1710.63,60.1841
-75,-178,1711.61,60.6034
-74,-178,1711.97,61.0468
-73,-178,1711.67,61.5146
-72,-178,1710.68,62.0073
-71,-178,1708.98,62.5253
-70,-178,1706.55,63.0688
-69,-178,1703.37,63.6381
-68,-178,1699.42,64.2334
-67,-178,1694.71,64.8548
-66,-178,1689.21,65.5025
-65,-178,1682.92,66.1765
-64,-178,1675.85,66.877
-63,-178,1667.99,67.6041
-62,-178,1659.36,68.3577
-61,-178,1649.95,69.1379
-60,-178,1639.79,69.9447
-59,-178,1628.89,70.7781
-58,-178,1617.26,71.6381
-57,-178,1604.93,72.5247
-56,-178,1591.92,73.4379
-55,-178,1578.25,74.3775
-54,-178,1563.96,75.3437
-53,-178,1549.06,76.3363
-52,-178,1533.6,77.3553
-51,-178,1517.61,78.4007
-50,-178,1501.11,79.4723
-49,-178,1484.15,80.5701
-48,-178,1466.75,81.6941
-47,-178,1448.96,82.8441
-46,-178,1430.81,84.02
-45,-178,1412.33,85.2218
-44,-178,1393.57,86.4492
-43,-178,1374.55,87.7022
-42,-178,1355.31,88.9806
-41,-178,1335.9,90.2842
-40,-178,1316.34,91.6128
-39,-178,1296.66,92.9662
-38,-178,1276.9,94.3442
-37,-178,1257.08,95.7464
-36,-178,1237.25,97.1727
-35,-178,1217.42,98.6226
-34,-178,1197.62,100.096
-33,-178,1177.88,101.592
-32,-178,1158.21,103.111
-31,-178,1138.66,104.652
-30,-178,1119.22,106.215
-29,-178,1099.92,107.799
-28,-178,1080.78,109.404
-27,-178,1061.81,111.029
-26,-178,1043.03,112.674
-25,-178,1024.44,114.338
-24,-178,1006.06,116.021
-23,-178,987.895,117.722
-22,-178,969.947,119.44
-21,-178,952.224,121.176
-20,-178,934.731,122.927
-19,-178,917.468,124.695
-18,-178,900.437,126.478
-17,-178,883.637,128.275
-16,-178,867.067,130.086
-15,-178,850.724,131.911
-14,-178,834.606,133.749
-13,-178,818.707,135.599
-12,-178,803.023,137.461
-11,-178,787.547,139.335
-10,-178,772.273,141.219
-9,-178,757.195,143.114
-8,-178,742.305,145.02
-7,-178,727.594,146.935
-6,-178,713.056,148.86
-5,-178,698.68,150.794
-4,-178,684.46,152.738
-3,-178,670.386,154.69
-2,-178,656.449,156.651
-1,-178,642.64,158.622
0,-178,628.951,160.6
1,-178,615.372,162.588
2,-178,601.896,164.585
